timestamp,bufferLevel,qualityIndex,bitrateKbps,resolution,liveLatency,predictedKbps,rebuffer
2026-03-09T12:33:59.714Z,0,1,600,480x270,0.947,,
2026-03-09T12:33:59.719Z,0,1,600,480x270,0.947,,rebuffer happen
2026-03-09T12:33:59.748Z,0.1,1,600,480x270,0.9463189999999999,,rebuffer happen
2026-03-09T12:34:00.057Z,0.229,1,600,480x270,1.043635,,
2026-03-09T12:34:00.134Z,0.211,3,1500,768x432,1.0663040000000001,2462,
2026-03-09T12:34:00.240Z,0.03,3,1500,768x432,1.061679,2462,rebuffer happen
2026-03-09T12:34:00.414Z,0.03,3,1500,768x432,1.161679,2462,
2026-03-09T12:34:00.726Z,0.457,3,1500,768x432,1.373353,2082,
2026-03-09T12:34:00.964Z,0.815,3,1500,768x432,1.4372770000000004,1933,
2026-03-09T12:34:01.740Z,0.845,3,1500,768x432,1.762097,1815,
2026-03-09T12:34:01.957Z,1.145,3,1500,768x432,1.7803260000000003,1692,
2026-03-09T12:34:02.692Z,0.994,3,1500,768x432,1.8640059999999998,1650,
2026-03-09T12:34:03.511Z,0.752,3,1500,768x432,1.8944799999999997,1639,
2026-03-09T12:34:03.865Z,0.992,3,1500,768x432,1.9582210000000004,1620,
2026-03-09T12:34:04.403Z,0.974,3,1500,768x432,1.9326289999999995,1603,
2026-03-09T12:34:04.939Z,0.94,3,1500,768x432,1.9979339999999999,1586,
2026-03-09T12:34:05.490Z,0.918,3,1500,768x432,1.9482359999999996,1563,
2026-03-09T12:34:06.057Z,0.875,3,1500,768x432,1.9766570000000003,1532,
2026-03-09T12:34:06.131Z,1.108,2,1000,640x360,1.9943670000000004,1499,
2026-03-09T12:34:06.519Z,1.175,2,1000,640x360,1.9112910000000003,1499,
2026-03-09T12:34:06.966Z,1.26,2,1000,640x360,1.9606759999999994,1478,
2026-03-09T12:34:07.337Z,1.359,2,1000,640x360,1.9865039999999992,1460,
2026-03-09T12:34:07.726Z,1.466,2,1000,640x360,1.9994769999999997,1451,
2026-03-09T12:34:08.096Z,1.611,2,1000,640x360,1.9406240000000006,1469,
2026-03-09T12:34:08.469Z,1.712,2,1000,640x360,1.9576530000000005,1502,
2026-03-09T12:34:08.849Z,1.841,2,1000,640x360,1.981662,1537,
2026-03-09T12:34:09.230Z,1.965,2,1000,640x360,2.0136850000000006,1575,
2026-03-09T12:34:09.599Z,2.084,2,1000,640x360,1.9379939999999998,1610,
2026-03-09T12:34:09.669Z,2.099,3,1500,768x432,1.9613490000000002,1622,
2026-03-09T12:34:11.235Z,0.568,3,1500,768x432,1.9895390000000006,1626,
2026-03-09T12:34:11.816Z,0.533,3,1500,768x432,1.916366,1612,
2026-03-09T12:34:12.389Z,0.511,3,1500,768x432,1.945749000000001,1586,
2026-03-09T12:34:12.934Z,0.472,3,1500,768x432,2.007344,1554,
2026-03-09T12:34:13.496Z,0.449,3,1500,768x432,1.938593000000001,1514,
2026-03-09T12:34:13.566Z,0.675,2,1000,640x360,1.963159000000001,1468,
2026-03-09T12:34:13.950Z,0.735,2,1000,640x360,1.976147000000001,1468,
2026-03-09T12:34:14.323Z,0.845,2,1000,640x360,2.000781,1436,
2026-03-09T12:34:14.705Z,0.978,2,1000,640x360,1.9135370000000016,1423,
2026-03-09T12:34:15.098Z,1.083,2,1000,640x360,1.9299780000000002,1421,
2026-03-09T12:34:15.490Z,1.187,2,1000,640x360,1.9305230000000009,1435,
2026-03-09T12:34:15.974Z,1.229,2,1000,640x360,1.9559040000000003,1462,
2026-03-09T12:34:16.295Z,1.403,2,1000,640x360,1.935531000000001,1488,
2026-03-09T12:34:16.703Z,1.488,2,1000,640x360,1.9196649999999984,1507,
2026-03-09T12:34:17.185Z,1.521,2,1000,640x360,1.953206999999999,1525,
2026-03-09T12:34:17.259Z,1.456,3,1500,768x432,1.9859200000000001,1531,
2026-03-09T12:34:17.982Z,0.92,3,1500,768x432,1.948443000000001,1531,
2026-03-09T12:34:18.709Z,0.626,3,1500,768x432,1.9089770000000001,1507,
2026-03-09T12:34:19.446Z,0.326,3,1500,768x432,1.985717000000001,1458,
2026-03-09T12:34:20.159Z,0.04,3,1500,768x432,1.9749990000000004,1390,rebuffer happen
2026-03-09T12:34:20.173Z,0.027,3,1500,768x432,1.9616519999999973,1390,rebuffer happen
2026-03-09T12:34:20.184Z,0.027,3,1500,768x432,1.9616519999999973,1390,
2026-03-09T12:34:20.264Z,0.527,1,600,480x270,1.9852220000000003,1314,
2026-03-09T12:34:20.576Z,0.634,1,600,480x270,1.9620119999999979,1314,
2026-03-09T12:34:20.798Z,0.885,1,600,480x270,1.9348750000000017,1247,
2026-03-09T12:34:21.017Z,1.185,1,600,480x270,1.9338210000000018,1203,
2026-03-09T12:34:21.282Z,1.41,1,600,480x270,1.9626230000000007,1177,
2026-03-09T12:34:21.582Z,1.612,1,600,480x270,1.9568790000000007,1166,
